"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"218";-0.90268;35.77197;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"219";9.14452;44.32054;"Paramuricea clavata";"2019";"9";"21";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"220";26.4774;39.26054;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"221";8.5494;42.3796;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"222";3.23000001907;43.0400009155;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Fautin, Daphne G. (2013). Hexacorallians of the World. HEX HEX (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:23.850974";211;"211";"211"
"223";2.6144;41.5392;"Paramuricea clavata";"2012";"6";"17";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Chic, Oscar; Garrabou, Joaquim. (2020) Global Marine biodiversity data from Seawatchers Marine Citizen Science Platform between 1980 and 2020 https://dx.doi.org/10.14284/519 NA Coral Alert! (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.505972";211;"211";"211"
"224";14.73389;43.70417;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"225";9.21798;44.29822;"Paramuricea clavata";"2014";"8";"7";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"226";8.46361;44.2625;"Paramuricea clavata";"2014";"8";"21";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"227";9.21798;44.29822;"Paramuricea clavata";"2014";"8";"14";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"228";9.8508;44.0239;"Paramuricea clavata";"2009";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"229";5.3985;43.1742;"Paramuricea clavata";"2017";"5";"21";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Chic, Oscar; Garrabou, Joaquim. (2020) Global Marine biodiversity data from Seawatchers Marine Citizen Science Platform between 1980 and 2020 https://dx.doi.org/10.14284/519 NA Coral Alert! (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.505972";211;"211";"211"
"230";9.8514;44.0236;"Paramuricea clavata";"2008";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"231";13.1803;38.73;"Paramuricea clavata";"2014";"7";"4";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"232";15.83496;38.3596;"Paramuricea clavata";"2010";"8";"15";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"233";8.5464;42.38;"Paramuricea clavata";"2012";"10";"4";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Chic, Oscar; Garrabou, Joaquim. (2020) Global Marine biodiversity data from Seawatchers Marine Citizen Science Platform between 1980 and 2020 https://dx.doi.org/10.14284/519 NA Coral Alert! (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.505972";211;"211";"211"
"234";9.7833;40.88306;"Paramuricea clavata";"2017";"8";"3";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"235";6.35871;43.01739;"Paramuricea clavata";"2003";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"236";3.2004;41.886;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"237";9.14599;44.32202;"Paramuricea clavata";"2013";"11";"17";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"238";9.22059;44.29932;"Paramuricea clavata";"2019";"10";"12";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"239";3.4864;39.9519;"Paramuricea clavata";"2002";"5";"16";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Deudero, Vallespir, Obrador 2011. Atlas de Biodiversidad Marina del Mar Balear. http://www.ba.ieo.es COB - IEO BALAR (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:24.166677";211;"211";"211"
"240";14.32471;40.61848;"Paramuricea clavata";"2008";"9";"22";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"241";11.0688;42.41916;"Paramuricea clavata";"2014";"7";"26";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"242";9.21895;44.29841;"Paramuricea clavata";"2014";"6";"2";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"243";7.85528;43.82495;"Paramuricea clavata";"2008";"10";"15";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"244";16.30944;43.16806;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"245";17.81483;40.96683;"Paramuricea clavata";"2011";"8";"1";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
